video_id,Description
7145101071881440555," health, education, and labor"
7143761647419526446, other
7142275074173832490," economy, commerce, and transportation"
7141118267342490922, energy and environment
7140743399170395438, housing and social welfare
7139606292083068206," economy, commerce, and transportation"
7137473331355225390," economy, commerce, and transportation"
7136605448031178030," health, education, and labor"
7135530312376880430," health, education, and labor"
7135108553114668331," economy, commerce, and transportation"
7130668416570101038," health, education, and labor, housing and social welfare"
7129657166323256622," health, education, and labor, economy, commerce, and transportation"
7127281281548881198, other
7125808716779130154," economy, commerce, and transportation"
7123644300839128366, culture
7122974229347175726, other
7122245564183498027, energy and environment
7121373821319367982, other
7121004190087875886, other
7119878807716154667," defense, law, and crime"
7119286054515019054," economy, commerce, and transportation"
7116931046385388846," health, education, and labor"
7115460939423436078," economy, commerce, and transportation"
7110658678511963435, other
7110197236356762926, other
7109655888318713134, other
7109159571536727342, other
7108796961641319723," health, education, and labor"
7107624538417941803," health, education, and labor"
7104716585709030702," economy, commerce, and transportation"
7103942815155260718," defense, law, and crime"
7101306891623484715," health, education, and labor"
7100355053805931818," economy, commerce, and transportation"
7099564976804957486, other
7099479866650692910, other
7098720365655952682, other
7098431494972116270," economy, commerce, and transportation"
7098345034315025707," health, education, and labor"
7096564111898791214, civil rights
7094777159902072110, other
7092060476145782059," health, education, and labor"
7091440727036644654," economy, commerce, and transportation"
7208316818925178154, civil rights
7213890200294985002," health, education, and labor"
7187848991021960494, housing and social welfare
7359228521258143022, housing and social welfare
7358940434757930282, culture
7358468014460636459," health, education, and labor"
7358145873869606186," health, education, and labor"
7358109486688554282," health, education, and labor"
7357032948983516458," health, education, and labor"
7356686984846331178," health, education, and labor"
7354101975086091562, other
7353696486489738538, immigration and international affairs
7352916109517131054," health, education, and labor"
7351841321386020138, culture
7351808929178979627, other
7350351245606915374," health, education, and labor"
7348928889185602862, housing and social welfare
7348089788580384043, other
7347799203302706478," culture, economy, commerce, and transportation"
7347067569402121515," economy, commerce, and transportation"
7347004530430659882," culture, defense, law, and crime"
7346213368019078442," culture, other"
7345873439451876650," culture, health, education, and labor"
7345506512854388011," health, education, and labor"
7345097871689059630, other
7343651682888469806," culture, defense, law, and crime"
7343317342505536814," economy, commerce, and transportation, housing and social welfare"
7343315800629185838, other
7341107307406970158," immigration and international affairs, housing and social welfare"
7340713267398004011," culture, civil rights, defense, law, and crime"
7340328351095115050," economy, commerce, and transportation, defense, law, and crime"
7340088419244068138," economy, commerce, and transportation"
7339930360882531627," civil rights, defense, law, and crime"
7338829436663450923," culture, other"
6946652695558180101, other
6946646249672150278, culture
6936709492709100806, other
6936706302219521286, other
6936588788206472454, other
6936586517154499846, other
6930268611298790662, other
6930267496314342661," culture, other"
6930265907109334278," culture, other"
6930263901028289798," economy, commerce, and transportation"
6929919456177114374, other
6928512660631833862, other
6925907162296225029," economy, commerce, and transportation"
6924796609741999365, other
6924710484646087942," health, education, and labor"
6924426058099887365, other
6924425222460411141, other
7345166456918789418, energy and environment
7341477854556867886," health, education, and labor"
7359659366636719403," economy, commerce, and transportation"
7358923361285672235, immigration and international affairs
7358869213634710826, housing and social welfare
7358505466781044011," economy, commerce, and transportation"
7357047230202662186, civil rights
7356723460816637227," economy, commerce, and transportation"
7356613444432432427," health, education, and labor"
7350752251897613614," defense, law, and crime"
7347732273065872686," defense, law, and crime"
7346243127738420523," health, education, and labor"
7345879018001943850, other
7345526911570922794, other
7345488112451112235, housing and social welfare
7344002012821867819, immigration and international affairs
7343674459695435051, civil rights
7343300455746850094," health, education, and labor"
7343011506625432878," health, education, and labor"
7342519474937072942," health, education, and labor"
7340692923501137195," health, education, and labor"
7340316398897483054, immigration and international affairs
7338040571597999402, energy and environment
7336700631387835690, other
7335898101950975275," economy, commerce, and transportation"
7332573310636608810," health, education, and labor"
7329545156858776878, energy and environment
7328101704640073002, immigration and international affairs
7326601567237377322, immigration and international affairs
7326581660626062635," defense, law, and crime"
7322960376881089838," health, education, and labor"
7322504918785461550," economy, commerce, and transportation"
7314720081081044267," defense, law, and crime"
7310240192294653227," defense, law, and crime"
7309954721844858155," health, education, and labor"
7309533113099636010," economy, commerce, and transportation"
7306173587948358955," economy, commerce, and transportation"
7302171412767460654," defense, law, and crime"
7301398184746814766," economy, commerce, and transportation"
7296915832519724334, culture
7294701269892091182," economy, commerce, and transportation"
7294335997897149738," health, education, and labor"
7292095915530210603," defense, law, and crime"
7291319495359008042, culture
7288720604482620714," defense, law, and crime"
7287229958626331950," economy, commerce, and transportation"
7286126610690952491, education and labor
7285843240224329003, culture
7285470473981398314, other
7284316331040607530, education and labor
7283551148559093034," health, education, and labor"
7283230104531111211," economy, commerce, and transportation"
7281295563104996651," defense, law, and crime"
7358958653610921262, immigration and international affairs
7354122086010408223, culture
7351528375334227242," health, education, and labor"
7348942660402449695," defense, law, and crime"
7348577007048985886, immigration and international affairs
7345941691196542239, other
7345536124661648682," energy and environment, economy, commerce, and transportation"
7345226065016671530," health, education, and labor"
7344430783026859310, other
7344120309609467178," health, education, and labor"
7343770831404715306," health, education, and labor"
7343023624384826670, immigration and international affairs
7341137803633298731, immigration and international affairs
7340385591856598303, immigration and international affairs
7340068655947877674, energy and environment
7338895807107861806, energy and environment
7338111360485575979, energy and environment
7336333567955324202, energy and environment
7335594495800610090, energy and environment
7335243903982898478, other
7330741289769520426," economy, commerce, and transportation"
7327815349238369567, immigration and international affairs
7325474586433211694, immigration and international affairs
7325090118354619690," health, education, and labor"
7320400834196458795, immigration and international affairs
7319923036969291051, other
7314062765075844395, immigration and international affairs
7311424596245286186, culture
7309914885217963310," health, education, and labor"
7309591095586082094, culture
7306237771788700974, immigration and international affairs
7301380713750908206," defense, law, and crime"
7301109114749373738," health, education, and labor"
7348942660402449695," defense, law, and crime"
7348577007048985886, immigration and international affairs
7345941691196542239, other
7345536124661648682," energy and environment, economy, commerce, and transportation"
7345226065016671530," health, education, and labor"
7344430783026859310, other
7344120309609467178," health, education, and labor"
7343770831404715306," health, education, and labor"
7343023624384826670, immigration and international affairs
7341137803633298731, immigration and international affairs
7340385591856598303, immigration and international affairs
7340068655947877674, energy and environment
7338895807107861806, energy and environment
7338111360485575979, energy and environment
7336333567955324202, energy and environment
7335594495800610090, energy and environment
7335243903982898478, other
7330741289769520426," economy, commerce, and transportation"
7327815349238369567, immigration and international affairs
7325474586433211694, immigration and international affairs
7325090118354619690," health, education, and labor"
7320400834196458795, immigration and international affairs
7319923036969291051, other
7314062765075844395, immigration and international affairs
7311424596245286186, culture
7309914885217963310," health, education, and labor"
7309591095586082094, culture
7306237771788700974, immigration and international affairs
7301380713750908206," defense, law, and crime"
7301109114749373738," health, education, and labor"
7299582139819920683," economy, commerce, and transportation, defense, law, and crime"
7284780170945383711," defense, law, and crime"
7284711769606524190," economy, commerce, and transportation"
7284295400087932190," economy, commerce, and transportation, defense, law, and crime"
7284002416876358942," defense, law, and crime"
7283908543340629291," immigration and international affairs, housing and social welfare"
7283613876153847070," economy, commerce, and transportation"
7283299014282448170," economy, commerce, and transportation"
7282910817916423467," economy, commerce, and transportation"
7281380816935079198," economy, commerce, and transportation, health, education, and labor"
7203144695659416878, culture
7359600432097824043, housing and social welfare
7345566990171458862," culture, economy, commerce, and transportation"
7343761123986165035," immigration and international affairs, culture"
7322637392370879786," defense, law, and crime"
7299270121313357099," defense, law, and crime"
7293935239972343082," defense, law, and crime"
7286497332978404650," housing and social welfare, energy and environment"
7284030200114056494," defense, law, and crime, economy, commerce, and transportation"
7281774147917729067," defense, law, and crime, culture"
7278744379836173614," economy, commerce, and transportation"
7278440934197497118," defense, law, and crime"
7276466021404298527," culture, energy and environment"
7274315960302013727," civil rights, culture"
7267240096603114783," health, education, and labor, housing and social welfare"
7263528686014467371, housing and social welfare
7257326703792459054," health, education, and labor, economy, commerce, and transportation"
7254976355169766699," defense, law, and crime, culture"
7250992153592073515, culture
7237918302771875118, other
7237243050827779371," economy, commerce, and transportation"
7234567599844003114, civil rights
7233938644162170155, other
7232901839526579498," defense, law, and crime"
7232008156845755694, immigration and international affairs
7226784970235284779, other
7224860555989830954, energy and environment
7224130138022300974," civil rights, culture"
7223962731584458027," health, education, and labor"
7223201659139231022," defense, law, and crime"
7216730310417943854," civil rights, culture"
7215937535212522795, energy and environment
7215381629148171562," defense, law, and crime"
7205700755666292010, culture
7205614386914889002," economy, commerce, and transportation, health, education, and labor"
7359274854790597919," economy, commerce, and transportation"
7358596674798783787," economy, commerce, and transportation"
7357896756946029870, other
7357439449153670430, culture
7357435423548804383, immigration and international affairs
7357031812524231978, other
7356640482425916702," health, education, and labor"
7355980390986812703," health, education, and labor"
7355561402330877215, immigration and international affairs
7354776818840341790, other
7354815795479825695, immigration and international affairs
7354545570524056875, immigration and international affairs
7354192628814023978, other
7353793885966978335," health, education, and labor"
7353724455706807583," civil rights, health, education, and labor"
7353344545788022046," health, education, and labor"
7351899147571694879, other
7351808633677696286, other
7349302245885889823," health, education, and labor"
7350686314590702894," defense, law, and crime"
7349298528302271775," defense, law, and crime"
7350090985956838698," defense, law, and crime"
7348889066902916398, other
7348097384003554591, immigration and international affairs
7347769711679130911, other
7346693442329677086, other
7346004341284932894," defense, law, and crime"
7345910600628849951, other
7345866272527158558," health, education, and labor"
7345491407185988906, other
7345122231703424286, other
7344797616993078559, other
7344056261425597726," health, education, and labor"
7344048821686635822, other
7344000907668950303," health, education, and labor"
7343698760192511275," defense, law, and crime"
7343373730212547870, other
7342926254913473835, other
7342869519376993567, other
7342549270790294826, other
7342502300780416287, other
7341539654971182378, other
7341060442900532511," economy, commerce, and transportation"
7340717276431207710, other
7340716743121259807," defense, law, and crime"
7340411237756308779, other
7340043709418884395, civil rights
7340009423399718190, other
7338161103354039595, other
7338098725455154475, other
7337706172775943455, other
7337477428375309610, other
7337352226505215278, other
7336234427527384366, energy and environment
7335888131146714414, other
7335127942823005471," health, education, and labor"
7334834517531725086, other
7333383168302599455, other
7333336535087041823, energy and environment
7332961563386678558," health, education, and labor"
7332250503763561759," health, education, and labor"
7332249675539483934, other
7330824232034667807," economy, commerce, and transportation"
7330768833885523231, other
7330680731481476383," health, education, and labor"
7329552030777838878, other
7328120149419068703," health, education, and labor"
7327641662228876575, other
7327101697573063967," health, education, and labor"
7325857265834003742, other
7325526189953617183," defense, law, and crime"
7324876023542353198, other
7322897912525016351," economy, commerce, and transportation"
7322897110116928798," health, education, and labor"
7321058629812030750," defense, law, and crime"
7259426102144224555, culture
7258315390663544106," defense, law, and crime"
7257882681814322478," defense, law, and crime"
7257613961577925934, other
7257544814634290478," health, education, and labor"
7256920299688643886," economy, commerce, and transportation"
7255421673766292782," economy, commerce, and transportation"
7247623563178691886, other
7246903731118148907, culture
7244929682943167790," defense, law, and crime"
7242692881356426542, other
7242024859843185963, energy and environment
7237595748034956587, other
7236825522565647658," health, education, and labor"
7236746901863796010," health, education, and labor"
7236121500057685290," economy, commerce, and transportation"
7236039503901642026," health, education, and labor"
7235262344769621291," economy, commerce, and transportation"
7234647496289701166," economy, commerce, and transportation"
7234236893611805995," health, education, and labor"
7233854794161458475," defense, law, and crime"
7231987876085452074, other
7230836220102823211," defense, law, and crime"
7227186827747233067, other
7227157651568823594, other
7227133416356105518, other
7226838827837558058, civil rights
7226793691812220203, other
7226374163689327918, other
7226090544584232235, other
7179241013095992622, other
7174922201001381163, civil rights
7169263625494940971, other
7164567832842259755," health, education, and labor"
7162571749551508782," defense, law, and crime"
7161954293447363882," economy, commerce, and transportation"
7158965364955630894, culture
7158932948471811370," health, education, and labor"
7154017020009270571, housing and social welfare
7153738167919840558, culture
7153381721235541294, culture
7152559852227824942," health, education, and labor"
7151888946891328814, culture
7151570657371770155," energy and environment, culture"
7151198230380973358, other
7150398783602380074, immigration and international affairs
7149730185385053486, other
7149342682358320427," energy and environment, economy, commerce, and transportation"
7148530247548390699, culture
7147859213069520170, immigration and international affairs
7146665477593615662," health, education, and labor"
7146396918313127211, other
7145643990413511978," economy, commerce, and transportation"
7144379840978832682, civil rights
7143422609743482158," health, education, and labor"
7140442993894493483," health, education, and labor"
7138921101685558571, other
7137853658460425514, other
7136374021112745259, other
7130797095006571818," health, education, and labor"
7130440024432217390," culture, housing and social welfare"
7128572872733314347, civil rights
7128565717850688814," culture, immigration and international affairs"
7128137875778096430," culture, health, education, and labor"
7127823012916743466, other
7127020148334038314, civil rights
7125906638279658795, other
7124819182738328874," economy, commerce, and transportation"
7123749828617751854, other
7123370078950706474," health, education, and labor"
7122623212814486826," health, education, and labor, defense, law, and crime"
7122198465802685739," health, education, and labor"
7120679984670330154," health, education, and labor"
7117062678513716523, other
7115220660137512238, culture
7115195400214121774, immigration and international affairs
7114467957803093291, other
7114040653377588526, culture
7112565604036496682, other
7112220144398601515, other
7110754973058665771, culture
7109677918787308842, immigration and international affairs
7107323240493632814, energy and environment
7097419636853050666, culture
7096704120186293547, other
7096320721814850862, other
7093973057370606894, culture
7093934130563419438, other
7093173860673047854, other
7092859583227546923, culture
7092427840624364842, immigration and international affairs
7091758770656726315," health, education, and labor"
7091443008561745194," health, education, and labor"
7091117383586172203," health, education, and labor"
7088128206162939182, housing and social welfare
7086906271026203947, housing and social welfare
7086643652923116842, housing and social welfare
6829721401499421957," health, education, and labor"
6769978510497844485, culture
6769961060226075909, other
7308911501723684138, other
7278069429072645422," defense, law, and crime"
7269889815162768686, other
7268354507476634923," health, education, and labor"
7165612814906723626, other
7164514327460957486, other
7163667981149588782, other
7163637559506029866, other
7163406285663161642, other
7163342002866703658, other
7163052923889519914, other
7162986114435812650, other
7162259762472619306, other
7162185550034783534, other
7161842303404133678, other
7161500804095003947, other
7160818721739541803, other
7160773025896369450, energy and environment
7159964492477074730, other
7158659975986957611," health, education, and labor"
7158574876180188462," health, education, and labor"
7158114983082151214, other
7157101662799400238, other
7156368229286284587, other
7155580202553183530, other
7154503335880527146, other
7153748473362402602," economy, commerce, and transportation"
7153375190284668206, housing and social welfare
7151931024140717358, other
7151548783774698798, other
7151087017655307566, other
7150692015251098926, other
7150423033126210859, other
7148902863060618538," defense, law, and crime"
7148530004538805547, other
7148142824007945518," health, education, and labor"
7147811283197349163," health, education, and labor"
7147397756271938862, other
7145986486813478186," health, education, and labor"
7145527655088000302," health, education, and labor"
7145247419767328043, other
7143693848919674154, other
7142901444017048878, culture
7141868603598572843, other
7141457365005634859," health, education, and labor"
7140738949135207726, culture
7140455944877739310, other
7139217633903267118, other
7138859339103685934," health, education, and labor"
7138171911766314286, culture
7137695989938490670, other
7137462702720617774," health, education, and labor"
7137317724409089322, culture
7136219240473906474, other
7135811320447847722, other
7135544117823655211, culture
7135180899297103147, culture
7134863648295619886, culture
7134712002987052330, culture
7134423576039394602, culture
7133696752351431982, other
7133639560491257130, other
7133344822345108779, other
7133301810202185006, culture
7349231215859502382, civil rights
7346455622642126123," economy, commerce, and transportation"
7345891858746445102," defense, law, and crime"
7330670680800775466, immigration and international affairs
7261703302742543658," defense, law, and crime"
7255797912356113707," defense, law, and crime"
7172415707404176683, other
7163045034596650282, other
7163005845628833067, immigration and international affairs
7162640962437582122, immigration and international affairs
7157473128728349994, other
7157405511741132078, other
7155928934750653742, culture
7153766037387873582," economy, commerce, and transportation"
7138171911766314286, culture
7137695989938490670, other
7137462702720617774, other
7137317724409089322, culture
7136219240473906474, other
7135811320447847722, other
7135544117823655211, other
7135180899297103147, other
7134863648295619886, culture
7134712002987052330, other
7134423576039394602, other
7133696752351431982, other
7133639560491257130, other
7133344822345108779, other
7133301810202185006, other
7349231215859502382," housing and social welfare, health, education, and labor"
7346455622642126123," economy, commerce, and transportation, health, education, and labor, housing and social welfare"
7345891858746445102, other
7330670680800775466," civil rights, immigration and international affairs"
7261703302742543658," defense, law, and crime"
7255797912356113707," defense, law, and crime, civil rights"
7172415707404176683, other
7163045034596650282, civil rights
7163005845628833067, civil rights
7162640962437582122, other
7157473128728349994," civil rights, immigration and international affairs"
7157405511741132078, civil rights
7155928934750653742, culture
7153766037387873582, education
